seed,comparison,metric,variant_A,variant_B,value_A,value_B,absolute_difference,relative_difference_percent,outcome_A_lower_is_better,scenario_fingerprint
1020,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,16.838435990420365,74.2146040969578,-57.376168106537435,-77.31115567439831,win,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
1020,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,13.35646214609802,76.30444444380073,-62.947982297702715,-82.49582675890494,win,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
1020,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,21.514667017437024,71.17488815240151,-49.66022113496449,-69.7721098326572,win,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
1020,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,159.16344114262637,93.2925502045528,65.87089093807357,70.60680707478289,loss,c1b2e7bffc88ced63df8b78c0569a1865011ba09f9723afd0b11e1c6cdcd1d43
1021,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2545.8962217666285,9471.844196033882,-6925.947974267254,-73.1214305358542,win,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
1021,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,18.056001572812967,67.17619997187151,-49.120198399058545,-73.12143053585422,win,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
1021,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,18.15913344648985,63.44132300035915,-45.2821895538693,-71.37648997895734,win,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
1021,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,20.87368324203176,68.13824235620666,-47.2645591141749,-69.36568581720923,win,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
1021,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,169.9623604869744,95.14131710895768,74.82104337801673,78.64200922542433,loss,b6c9e6d96fcc728cdc53084c1ce42e65f086da7a8fe5437ac9d2bf41effc84ae
1022,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,1910.1765706691951,7701.153301989604,-5790.976731320409,-75.19622716540783,win,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
1022,time_aware_vs_distance_oriented,weighted_mean_delay,time_aware,distance_oriented,18.367082410280723,74.04955098066927,-55.682468570388544,-75.19622716540782,win,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
1022,time_aware_vs_distance_oriented,high_priority_mean_delay,time_aware,distance_oriented,12.45828189498076,64.72757178168293,-52.26928988670217,-80.75274330234292,win,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
1022,time_aware_vs_distance_oriented,mean_delay,time_aware,distance_oriented,20.506787296055005,71.77296690844274,-51.26617961238773,-71.4282574911324,win,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
1022,time_aware_vs_distance_oriented,total_travel_time,time_aware,distance_oriented,159.13829352549118,109.40004733218532,49.738246193305855,45.464556374714604,loss,1006deff479e3c5be81834c44d75e485cc4a7a04c3724d8b8a5d969fbe8149d7
1023,time_aware_vs_distance_oriented,weighted_delay,time_aware,distance_oriented,2269.344839482181,8496.28010789876,-6226.935268416579,-73.29013626360515,win,40efeef7fc9164e156b3585d85f7516f576f310949983a94ec4dc1070f7f4f6d
